,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,N,P,K ,temperature ,humidity,pH,rainfall
63983,Gujarat,SABAR KANTHA,2012,Whole Year ,banana,100,3600,91,84,52,29.14827211,78.71024836,6.390741836,117.536781
64000,Gujarat,SURAT,1997,Whole Year ,banana,2000,114600,80,90,47,26.59743595,79.35898915,6.21084479,107.3944717
64028,Gujarat,SURAT,1998,Whole Year ,banana,2100,135500,101,70,48,25.36059237,75.03193255,6.012696655,116.5531455
64051,Gujarat,SURAT,1999,Whole Year ,banana,1400,96600,108,89,53,29.12036889,80.18080728,5.908770059,112.3982055
64075,Gujarat,SURAT,2000,Whole Year ,banana,2200,99700,100,80,52,27.53911354,77.25629897,6.049801781,110.3262123
64099,Gujarat,SURAT,2001,Whole Year ,banana,2900,187600,109,91,53,29.66727337,83.51014178,6.010095853,110.2511102
64148,Gujarat,SURAT,2003,Whole Year ,banana,2900,214100,82,78,46,25.05802193,84.97323747,5.738678895,110.4408803
64174,Gujarat,SURAT,2004,Whole Year ,banana,3200,195000,106,70,55,25.86824781,78.52399914,5.74055541,116.3019555
64199,Gujarat,SURAT,2005,Whole Year ,banana,2200,159300,90,86,52,25.85036988,81.95580471,5.793260262,119.0856171
64223,Gujarat,SURAT,2006,Whole Year ,banana,2300,183400,83,95,50,26.51682337,77.79913575,5.50947065,108.8547508
64249,Gujarat,SURAT,2007,Whole Year ,banana,3600,239800,119,90,48,28.66725136,79.59242542,5.986442306,118.2583441
64276,Gujarat,SURAT,2008,Whole Year ,banana,2900,224800,107,72,45,28.14938935,81.54448882,5.790768046,91.40508414
64301,Gujarat,SURAT,2009,Whole Year ,banana,2900,211600,116,81,55,26.42313317,83.6995044,5.915546415,95.12322062
64332,Gujarat,SURAT,2010,Whole Year ,banana,3000,197200,101,75,50,26.59386409,81.40740301,6.242528278,109.9825551
64362,Gujarat,SURAT,2011,Whole Year ,banana,1700,110100,93,81,50,27.71822477,76.57853189,6.036079266,102.2099836
64389,Gujarat,SURAT,2012,Whole Year ,banana,1000,79300,95,75,45,28.98333432,82.95958244,5.829898502,109.022564
64740,Gujarat,TAPI,2008,Whole Year ,banana,400,36000,107,71,55,29.42017919,83.96754496,6.088064451,117.229079
64761,Gujarat,TAPI,2009,Whole Year ,banana,300,25900,83,94,47,27.39872329,81.10523402,6.469370954,112.1355384
64786,Gujarat,TAPI,2010,Whole Year ,banana,300,20000,102,73,54,26.4020227,84.41007614,5.720726906,111.0162259
64813,Gujarat,TAPI,2011,Whole Year ,banana,200,11700,86,79,45,27.81251452,82.69285419,5.80766417,99.20961514
64838,Gujarat,TAPI,2012,Whole Year ,banana,200,14000,117,86,53,25.19640218,83.55829874,5.703381728,115.8586081
64857,Gujarat,VADODARA,1997,Whole Year ,banana,3700,245400,111,79,53,28.31193338,75.77363772,6.165001278,119.695765
64889,Gujarat,VADODARA,1998,Whole Year ,banana,4800,355600,95,74,50,25.90113128,80.47152737,6.002481605,110.10323
64918,Gujarat,VADODARA,1999,Whole Year ,banana,3700,276100,91,75,55,27.48612983,76.11239849,6.212369363,109.2768851
64944,Gujarat,VADODARA,2000,Whole Year ,banana,4200,308600,93,83,46,29.38254012,83.50423735,5.765308943,109.2486647
64971,Gujarat,VADODARA,2001,Whole Year ,banana,4600,351100,92,85,51,29.22118628,81.08183635,5.740764682,108.8616474
65023,Gujarat,VADODARA,2003,Whole Year ,banana,2600,201800,104,80,54,27.09062164,81.33506906,5.879119455,110.1331182
65054,Gujarat,VADODARA,2004,Whole Year ,banana,3300,209000,103,72,51,26.12643374,81.81365007,6.099478745,104.4812858
65082,Gujarat,VADODARA,2005,Whole Year ,banana,4000,237700,92,75,45,29.01207743,77.95192527,5.674403359,90.43495443
65111,Gujarat,VADODARA,2006,Whole Year ,banana,3600,228900,93,85,49,27.96799119,79.28625709,5.694243847,119.4765557
65139,Gujarat,VADODARA,2007,Whole Year ,banana,4300,287700,120,87,52,28.0764455,76.05522115,5.905494703,118.9923573
65170,Gujarat,VADODARA,2008,Whole Year ,banana,3100,210600,108,72,46,25.16278237,84.97849241,6.110844721,90.94554618
65196,Gujarat,VADODARA,2009,Whole Year ,banana,2300,171800,105,88,54,25.78749808,84.51194224,6.020445317,114.2005455
65226,Gujarat,VADODARA,2010,Whole Year ,banana,1500,97200,98,79,50,25.34119774,84.47321314,6.435917308,91.06493353
65262,Gujarat,VADODARA,2011,Whole Year ,banana,2000,133500,111,88,55,29.44795403,78.34971537,5.505393833,96.45042585
65296,Gujarat,VADODARA,2012,Whole Year ,banana,2600,172500,97,74,45,26.47522633,78.51833782,5.677719902,113.1161095
65315,Gujarat,VALSAD,1997,Whole Year ,banana,300,16400,95,82,48,27.39489579,83.31172003,5.719014989,92.78133617
65338,Gujarat,VALSAD,1998,Whole Year ,banana,300,16100,89,91,55,25.08347445,80.261731,6.275572298,94.32961456
65360,Gujarat,VALSAD,1999,Whole Year ,banana,300,17500,89,85,55,26.6719835,76.48541655,6.275384607,91.73358569
65380,Gujarat,VALSAD,2000,Whole Year ,banana,200,10000,118,88,51,25.44926208,79.49221962,6.201911642,100.6619171
65401,Gujarat,VALSAD,2001,Whole Year ,banana,400,27700,101,92,45,28.22776705,80.6430384,5.758054257,98.00403016
65437,Gujarat,VALSAD,2003,Whole Year ,banana,200,9900,99,92,47,28.1279509,77.48247073,6.323933647,103.5045395
65454,Gujarat,VALSAD,2004,Whole Year ,banana,100,3700,82,77,46,28.9470467,82.1888998,5.901100841,95.83016448
65487,Gujarat,VALSAD,2006,Whole Year ,banana,200,13200,90,86,55,27.96236771,84.15403614,5.644486582,97.55986676
65505,Gujarat,VALSAD,2007,Whole Year ,banana,200,10700,95,88,52,28.00316034,78.90085998,6.235461772,94.68180316
65523,Gujarat,VALSAD,2008,Whole Year ,banana,100,6500,104,73,46,29.1400919,80.1190228,6.28236237,90.45142867
65539,Gujarat,VALSAD,2009,Whole Year ,banana,100,5900,102,73,52,27.9122104,83.36307683,6.356090905,90.24211529
65559,Gujarat,VALSAD,2010,Whole Year ,banana,100,6200,100,74,52,25.43480512,81.53977797,5.837258235,96.47800391
66328,Haryana,FARIDABAD,2002,Whole Year ,banana,2,0,94,89,48,28.55980972,84.51602322,5.653437902,111.0843029
66351,Haryana,FARIDABAD,2003,Whole Year ,banana,5,0,99,70,46,26.59580783,82.99556744,5.727469947,100.5123341
67492,Haryana,JHAJJAR,2002,Whole Year ,banana,103,0,112,87,48,27.19711623,77.3970629,6.200111068,99.46950465
68664,Haryana,KURUKSHETRA,2002,Whole Year ,banana,2,0,117,82,45,25.29391516,79.29122198,5.614471478,105.4220251
68684,Haryana,KURUKSHETRA,2003,Whole Year ,banana,2,0,96,86,51,29.90888522,76.98740841,6.257369799,91.99964712
69770,Haryana,PANIPAT,2003,Whole Year ,banana,2,0,113,85,45,27.94972463,76.63713353,6.037430836,109.0921631
70938,Haryana,SONIPAT,2002,Whole Year ,banana,47,0,105,93,46,25.01018457,78.76260938,5.760457558,108.3690513
70962,Haryana,SONIPAT,2003,Whole Year ,banana,43,0,85,89,51,29.21144871,84.70189923,6.158164422,108.5501443
76930,Karnataka,BAGALKOT,1999,Whole Year ,banana,954,23628,108,94,47,27.35911627,84.54625006,6.387431383,90.81250457
76970,Karnataka,BAGALKOT,2000,Whole Year ,banana,872,14647,92,81,52,28.0106804,76.52808057,5.891413895,103.7040783
77052,Karnataka,BAGALKOT,2002,Whole Year ,banana,466,7118,110,71,54,28.67208915,82.20793613,5.725418961,94.37987496
77103,Karnataka,BAGALKOT,2003,Whole Year ,banana,434,7423,82,75,55,27.34585147,78.4873835,6.281069505,92.15524332
77150,Karnataka,BAGALKOT,2004,Whole Year ,banana,191,7032,117,81,53,29.50704598,78.20585613,5.507641778,98.12565829
77194,Karnataka,BAGALKOT,2005,Whole Year ,banana,84,2477,92,81,52,27.39341554,81.4654833,6.438137279,94.31102057
77230,Karnataka,BAGALKOT,2006,Whole Year ,banana,572,11420,105,74,45,25.14517635,81.38204104,6.098369122,119.218154
77275,Karnataka,BAGALKOT,2007,Whole Year ,banana,862,13986,102,71,48,28.65456263,79.28693687,5.695267822,102.4633775
77317,Karnataka,BAGALKOT,2008,Whole Year ,banana,1424,32850,94,91,51,29.16093424,76.67484233,5.618094446,109.575944
77360,Karnataka,BAGALKOT,2009,Whole Year ,banana,1575,17048,116,71,47,27.57278064,82.0638878,6.435785799,91.34276507
77410,Karnataka,BAGALKOT,2010,Whole Year ,banana,1518,16956,117,79,49,25.40909896,82.36208097,6.176644228,112.9794804
77459,Karnataka,BAGALKOT,2011,Whole Year ,banana,1135,14772,119,72,55,25.99069521,83.33983116,6.220643671,112.0777152
77674,Karnataka,BANGALORE RURAL,1999,Whole Year ,banana,2467,46158,99,73,53,26.29039046,81.06003778,5.871702211,118.6730366
77718,Karnataka,BANGALORE RURAL,2000,Whole Year ,banana,2320,31503,91,84,52,29.14827211,78.71024836,6.390741836,117.536781
77797,Karnataka,BANGALORE RURAL,2002,Whole Year ,banana,2046,25082,80,90,47,26.59743595,79.35898915,6.21084479,107.3944717
77846,Karnataka,BANGALORE RURAL,2003,Whole Year ,banana,1910,21873,101,70,48,25.36059237,75.03193255,6.012696655,116.5531455
77892,Karnataka,BANGALORE RURAL,2004,Whole Year ,banana,3128,53351,108,89,53,29.12036889,80.18080728,5.908770059,112.3982055
77942,Karnataka,BANGALORE RURAL,2005,Whole Year ,banana,3407,48182,100,80,52,27.53911354,77.25629897,6.049801781,110.3262123
77983,Karnataka,BANGALORE RURAL,2006,Whole Year ,banana,3317,264763,109,91,53,29.66727337,83.51014178,6.010095853,110.2511102
78033,Karnataka,BANGALORE RURAL,2007,Whole Year ,banana,1173,34141,82,78,46,25.05802193,84.97323747,5.738678895,110.4408803
78080,Karnataka,BANGALORE RURAL,2008,Whole Year ,banana,1054,26183,106,70,55,25.86824781,78.52399914,5.74055541,116.3019555
78130,Karnataka,BANGALORE RURAL,2009,Whole Year ,banana,1172,39752,90,86,52,25.85036988,81.95580471,5.793260262,119.0856171
78183,Karnataka,BANGALORE RURAL,2010,Whole Year ,banana,1288,46157,83,95,50,26.51682337,77.79913575,5.50947065,108.8547508
78237,Karnataka,BANGALORE RURAL,2011,Whole Year ,banana,875,31914,119,90,48,28.66725136,79.59242542,5.986442306,118.2583441
78493,Karnataka,BELGAUM,1999,Whole Year ,banana,1455,30167,107,72,45,28.14938935,81.54448882,5.790768046,91.40508414
78538,Karnataka,BELGAUM,2000,Whole Year ,banana,1466,30141,116,81,55,26.42313317,83.6995044,5.915546415,95.12322062
78628,Karnataka,BELGAUM,2002,Whole Year ,banana,1198,17373,101,75,50,26.59386409,81.40740301,6.242528278,109.9825551
78686,Karnataka,BELGAUM,2003,Whole Year ,banana,662,14299,93,81,50,27.71822477,76.57853189,6.036079266,102.2099836
78741,Karnataka,BELGAUM,2004,Whole Year ,banana,828,19154,95,75,45,28.98333432,82.95958244,5.829898502,109.022564
78797,Karnataka,BELGAUM,2005,Whole Year ,banana,1382,49684,107,71,55,29.42017919,83.96754496,6.088064451,117.229079
78842,Karnataka,BELGAUM,2006,Whole Year ,banana,1050,47233,83,94,47,27.39872329,81.10523402,6.469370954,112.1355384
78897,Karnataka,BELGAUM,2007,Whole Year ,banana,1863,89815,102,73,54,26.4020227,84.41007614,5.720726906,111.0162259
78949,Karnataka,BELGAUM,2008,Whole Year ,banana,1950,76538,86,79,45,27.81251452,82.69285419,5.80766417,99.20961514
79003,Karnataka,BELGAUM,2009,Whole Year ,banana,2285,97158,117,86,53,25.19640218,83.55829874,5.703381728,115.8586081
79064,Karnataka,BELGAUM,2010,Whole Year ,banana,2404,105423,111,79,53,28.31193338,75.77363772,6.165001278,119.695765
79123,Karnataka,BELGAUM,2011,Whole Year ,banana,2156,103046,95,74,50,25.90113128,80.47152737,6.002481605,110.10323
79420,Karnataka,BELLARY,1999,Whole Year ,banana,1756,48344,91,75,55,27.48612983,76.11239849,6.212369363,109.2768851
79468,Karnataka,BELLARY,2000,Whole Year ,banana,1780,33816,93,83,46,29.38254012,83.50423735,5.765308943,109.2486647
79562,Karnataka,BELLARY,2002,Whole Year ,banana,2087,51609,92,85,51,29.22118628,81.08183635,5.740764682,108.8616474
79621,Karnataka,BELLARY,2003,Whole Year ,banana,2483,47400,104,80,54,27.09062164,81.33506906,5.879119455,110.1331182
79678,Karnataka,BELLARY,2004,Whole Year ,banana,3255,89106,103,72,51,26.12643374,81.81365007,6.099478745,104.4812858
79731,Karnataka,BELLARY,2005,Whole Year ,banana,14,607,92,75,45,29.01207743,77.95192527,5.674403359,90.43495443
79777,Karnataka,BELLARY,2006,Whole Year ,banana,2295,25435,93,85,49,27.96799119,79.28625709,5.694243847,119.4765557
79829,Karnataka,BELLARY,2007,Whole Year ,banana,1189,21821,120,87,52,28.0764455,76.05522115,5.905494703,118.9923573
79881,Karnataka,BELLARY,2008,Whole Year ,banana,1539,49871,108,72,46,25.16278237,84.97849241,6.110844721,90.94554618
79932,Karnataka,BELLARY,2009,Whole Year ,banana,1532,56569,105,88,54,25.78749808,84.51194224,6.020445317,114.2005455
79985,Karnataka,BELLARY,2010,Whole Year ,banana,1624,62633,98,79,50,25.34119774,84.47321314,6.435917308,91.06493353
80038,Karnataka,BELLARY,2011,Whole Year ,banana,1649,67189,111,88,55,29.44795403,78.34971537,5.505393833,96.45042585
80288,Karnataka,BENGALURU URBAN,1999,Whole Year ,banana,1191,27946,97,74,45,26.47522633,78.51833782,5.677719902,113.1161095
80320,Karnataka,BENGALURU URBAN,2000,Whole Year ,banana,1359,24982,95,82,48,27.39489579,83.31172003,5.719014989,92.78133617
80383,Karnataka,BENGALURU URBAN,2002,Whole Year ,banana,345,7631,89,91,55,25.08347445,80.261731,6.275572298,94.32961456
80425,Karnataka,BENGALURU URBAN,2003,Whole Year ,banana,314,6121,89,85,55,26.6719835,76.48541655,6.275384607,91.73358569
80468,Karnataka,BENGALURU URBAN,2004,Whole Year ,banana,530,23206,118,88,51,25.44926208,79.49221962,6.201911642,100.6619171
80511,Karnataka,BENGALURU URBAN,2005,Whole Year ,banana,490,5733,101,92,45,28.22776705,80.6430384,5.758054257,98.00403016
80541,Karnataka,BENGALURU URBAN,2006,Whole Year ,banana,532,2808,99,92,47,28.1279509,77.48247073,6.323933647,103.5045395
80579,Karnataka,BENGALURU URBAN,2007,Whole Year ,banana,415,15375,82,77,46,28.9470467,82.1888998,5.901100841,95.83016448
80613,Karnataka,BENGALURU URBAN,2008,Whole Year ,banana,372,16495,90,86,55,27.96236771,84.15403614,5.644486582,97.55986676
80648,Karnataka,BENGALURU URBAN,2009,Whole Year ,banana,408,13127,95,88,52,28.00316034,78.90085998,6.235461772,94.68180316
80689,Karnataka,BENGALURU URBAN,2010,Whole Year ,banana,255,8548,104,73,46,29.1400919,80.1190228,6.28236237,90.45142867
80731,Karnataka,BENGALURU URBAN,2011,Whole Year ,banana,281,7021,102,73,52,27.9122104,83.36307683,6.356090905,90.24211529
80968,Karnataka,BIDAR,1999,Whole Year ,banana,411,9644,100,74,52,25.43480512,81.53977797,5.837258235,96.47800391
81011,Karnataka,BIDAR,2000,Whole Year ,banana,469,8622,94,89,48,28.55980972,84.51602322,5.653437902,111.0843029
81089,Karnataka,BIDAR,2002,Whole Year ,banana,249,2846,99,70,46,26.59580783,82.99556744,5.727469947,100.5123341
81140,Karnataka,BIDAR,2003,Whole Year ,banana,189,3500,112,87,48,27.19711623,77.3970629,6.200111068,99.46950465
81188,Karnataka,BIDAR,2004,Whole Year ,banana,63,2573,117,82,45,25.29391516,79.29122198,5.614471478,105.4220251
81234,Karnataka,BIDAR,2005,Whole Year ,banana,207,2458,96,86,51,29.90888522,76.98740841,6.257369799,91.99964712
81271,Karnataka,BIDAR,2006,Whole Year ,banana,195,3893,113,85,45,27.94972463,76.63713353,6.037430836,109.0921631
81318,Karnataka,BIDAR,2007,Whole Year ,banana,114,2016,105,93,46,25.01018457,78.76260938,5.760457558,108.3690513
81361,Karnataka,BIDAR,2008,Whole Year ,banana,147,5647,85,89,51,29.21144871,84.70189923,6.158164422,108.5501443
81405,Karnataka,BIDAR,2009,Whole Year ,banana,174,3859,108,94,47,27.35911627,84.54625006,6.387431383,90.81250457
81456,Karnataka,BIDAR,2010,Whole Year ,banana,219,5144,92,81,52,28.0106804,76.52808057,5.891413895,103.7040783
81505,Karnataka,BIDAR,2011,Whole Year ,banana,92,2299,110,71,54,28.67208915,82.20793613,5.725418961,94.37987496
81744,Karnataka,BIJAPUR,1999,Whole Year ,banana,1289,25517,82,75,55,27.34585147,78.4873835,6.281069505,92.15524332
81782,Karnataka,BIJAPUR,2000,Whole Year ,banana,1542,29889,117,81,53,29.50704598,78.20585613,5.507641778,98.12565829
81853,Karnataka,BIJAPUR,2002,Whole Year ,banana,1512,28318,92,81,52,27.39341554,81.4654833,6.438137279,94.31102057
81897,Karnataka,BIJAPUR,2003,Whole Year ,banana,1868,30768,105,74,45,25.14517635,81.38204104,6.098369122,119.218154
81942,Karnataka,BIJAPUR,2004,Whole Year ,banana,520,10514,102,71,48,28.65456263,79.28693687,5.695267822,102.4633775
81984,Karnataka,BIJAPUR,2005,Whole Year ,banana,582,6559,94,91,51,29.16093424,76.67484233,5.618094446,109.575944
82019,Karnataka,BIJAPUR,2006,Whole Year ,banana,1406,38697,116,71,47,27.57278064,82.0638878,6.435785799,91.34276507
82063,Karnataka,BIJAPUR,2007,Whole Year ,banana,1696,38201,117,79,49,25.40909896,82.36208097,6.176644228,112.9794804
82103,Karnataka,BIJAPUR,2008,Whole Year ,banana,1684,41037,119,72,55,25.99069521,83.33983116,6.220643671,112.0777152
82144,Karnataka,BIJAPUR,2009,Whole Year ,banana,1932,64878,99,73,53,26.29039046,81.06003778,5.871702211,118.6730366
82188,Karnataka,BIJAPUR,2010,Whole Year ,banana,1933,64912,91,84,52,29.14827211,78.71024836,6.390741836,117.536781
82230,Karnataka,BIJAPUR,2011,Whole Year ,banana,1855,64548,80,90,47,26.59743595,79.35898915,6.21084479,107.3944717
82434,Karnataka,CHAMARAJANAGAR,1999,Whole Year ,banana,129,3513,101,70,48,25.36059237,75.03193255,6.012696655,116.5531455
82479,Karnataka,CHAMARAJANAGAR,2000,Whole Year ,banana,1132,24597,108,89,53,29.12036889,80.18080728,5.908770059,112.3982055
82565,Karnataka,CHAMARAJANAGAR,2002,Whole Year ,banana,1878,38490,100,80,52,27.53911354,77.25629897,6.049801781,110.3262123
82619,Karnataka,CHAMARAJANAGAR,2003,Whole Year ,banana,3110,37818,109,91,53,29.66727337,83.51014178,6.010095853,110.2511102
82671,Karnataka,CHAMARAJANAGAR,2004,Whole Year ,banana,1801,26037,82,78,46,25.05802193,84.97323747,5.738678895,110.4408803
82723,Karnataka,CHAMARAJANAGAR,2005,Whole Year ,banana,3044,45599,106,70,55,25.86824781,78.52399914,5.74055541,116.3019555
82765,Karnataka,CHAMARAJANAGAR,2006,Whole Year ,banana,2395,27514,90,86,52,25.85036988,81.95580471,5.793260262,119.0856171
82819,Karnataka,CHAMARAJANAGAR,2007,Whole Year ,banana,7087,125334,83,95,50,26.51682337,77.79913575,5.50947065,108.8547508
82870,Karnataka,CHAMARAJANAGAR,2008,Whole Year ,banana,8367,197277,119,90,48,28.66725136,79.59242542,5.986442306,118.2583441
82922,Karnataka,CHAMARAJANAGAR,2009,Whole Year ,banana,7976,267108,107,72,45,28.14938935,81.54448882,5.790768046,91.40508414
82979,Karnataka,CHAMARAJANAGAR,2010,Whole Year ,banana,8305,298831,116,81,55,26.42313317,83.6995044,5.915546415,95.12322062
83036,Karnataka,CHAMARAJANAGAR,2011,Whole Year ,banana,10261,373090,101,75,50,26.59386409,81.40740301,6.242528278,109.9825551
83230,Karnataka,CHIKBALLAPUR,2007,Whole Year ,banana,590,7490,93,81,50,27.71822477,76.57853189,6.036079266,102.2099836
83261,Karnataka,CHIKBALLAPUR,2008,Whole Year ,banana,2321,42377,95,75,45,28.98333432,82.95958244,5.829898502,109.022564
83297,Karnataka,CHIKBALLAPUR,2009,Whole Year ,banana,2273,41284,107,71,55,29.42017919,83.96754496,6.088064451,117.229079
83343,Karnataka,CHIKBALLAPUR,2010,Whole Year ,banana,2413,50586,83,94,47,27.39872329,81.10523402,6.469370954,112.1355384
83391,Karnataka,CHIKBALLAPUR,2011,Whole Year ,banana,3297,76734,102,73,54,26.4020227,84.41007614,5.720726906,111.0162259
83622,Karnataka,CHIKMAGALUR,1999,Whole Year ,banana,1124,26822,86,79,45,27.81251452,82.69285419,5.80766417,99.20961514
83667,Karnataka,CHIKMAGALUR,2000,Whole Year ,banana,1239,23136,117,86,53,25.19640218,83.55829874,5.703381728,115.8586081
83752,Karnataka,CHIKMAGALUR,2002,Whole Year ,banana,2241,25337,111,79,53,28.31193338,75.77363772,6.165001278,119.695765
83807,Karnataka,CHIKMAGALUR,2003,Whole Year ,banana,1320,5951,95,74,50,25.90113128,80.47152737,6.002481605,110.10323
83859,Karnataka,CHIKMAGALUR,2004,Whole Year ,banana,1612,4465,91,75,55,27.48612983,76.11239849,6.212369363,109.2768851
83911,Karnataka,CHIKMAGALUR,2005,Whole Year ,banana,1609,7797,93,83,46,29.38254012,83.50423735,5.765308943,109.2486647
83953,Karnataka,CHIKMAGALUR,2006,Whole Year ,banana,1313,6373,92,85,51,29.22118628,81.08183635,5.740764682,108.8616474
84004,Karnataka,CHIKMAGALUR,2007,Whole Year ,banana,1896,3109,104,80,54,27.09062164,81.33506906,5.879119455,110.1331182
84051,Karnataka,CHIKMAGALUR,2008,Whole Year ,banana,2085,9216,103,72,51,26.12643374,81.81365007,6.099478745,104.4812858
84098,Karnataka,CHIKMAGALUR,2009,Whole Year ,banana,2228,16262,92,75,45,29.01207743,77.95192527,5.674403359,90.43495443
84149,Karnataka,CHIKMAGALUR,2010,Whole Year ,banana,2195,17780,93,85,49,27.96799119,79.28625709,5.694243847,119.4765557
84200,Karnataka,CHIKMAGALUR,2011,Whole Year ,banana,2354,19180,120,87,52,28.0764455,76.05522115,5.905494703,118.9923573
84454,Karnataka,CHITRADURGA,1999,Whole Year ,banana,575,11806,108,72,46,25.16278237,84.97849241,6.110844721,90.94554618
84499,Karnataka,CHITRADURGA,2000,Whole Year ,banana,824,9305,105,88,54,25.78749808,84.51194224,6.020445317,114.2005455
84584,Karnataka,CHITRADURGA,2002,Whole Year ,banana,3199,49719,98,79,50,25.34119774,84.47321314,6.435917308,91.06493353
84640,Karnataka,CHITRADURGA,2003,Whole Year ,banana,972,35307,111,88,55,29.44795403,78.34971537,5.505393833,96.45042585
84692,Karnataka,CHITRADURGA,2004,Whole Year ,banana,1171,11100,97,74,45,26.47522633,78.51833782,5.677719902,113.1161095
